Rank,Performance,Name,Year,Coach,Club,Venue,Date
43,52.36,Andrew Costello,-1,Chris Bennett,Glasgow City,Kilmarnock,12 Jun 21
44,52.15,Christopher Bainbridge,4,Philip Garner,Grantham AC,Hull,21 Aug 21
45,51.95,Gareth Cook,30,Tony Cook,Kingston & Poly,Kingston,11 Jul 21
46,51.59,James Taylor,17,Ivan Washington,Sheffield & Dearne,Sheffield,1 Aug 21
47,51.28,Stuart Thurgood,23,,City of Portsmouth,Brighton,20 Jun 21
48,50.76,Jamie Kuehnel,2,Bob Broadbridge,Newbury,Swindon,11 Jul 21
49,50.61,Yasha Bobash,12,Shirley Quinn,Chelmsford,Bedford,28 Aug 21
50,50.24,James Viner,-6,Matt Spicer,Yate,Yate,28 Aug 21
51,49.88,James Gardner,-4,Andrew Hughes,Bracknell AC,Aldershot,20 Jun 21
52,49.85,Jack Turner,-4,John Pearson,Cannock & Stafford,Stoke,11 Jul 21
53,49.25,Toby Conibear,-5,Matt Spicer,Yate,Yate,6 Jun 21
54,49.10,Graham Holder,27,,Bexley,Bromley,11 Sep 21
55,48.76,David Little,18,,Glasgow City,Grangemouth,14 Aug 21
56,48.49,Ashley Andrews,7,Lorraine Shaw,Gloucester,Cheltenham,11 Jul 21
57,47.67,Jamie Earle,12,Robert Earle,Colchester H,Whitewater WI USA,11 Apr 21
58,47.24,Robin Croft,4,Brian Walsh,Middlesbrough (Mandale),Lee Valley,4 Jul 21
59,46.85,Samuel Clifton,-5,Jeremy Clifton,Winchester,Winchester,14 Aug 21
60,46.69,Anthony Kent,-2,Jim Kerrigan,Blackburn,Blackburn,19 Jun 21
61,46.49,Samuel Larkins,-2,,Chelmsford,Stevenage,3 Jul 21
62,46.44,Danny Gracie,-4,John Little,Border,Grangemouth,14 Aug 21
63,45.72,Alex Berrow,10,,Tamworth,Coventry,11 Aug 21
64,45.43,Shaun Livett,3,Ronnie Bomba,Liverpool H,Wigan,7 Aug 21
65,45.33,Reece Straker,4,Neil Ellerby,Yate,Yate,3 Jul 21
66,45.32,Dan Brunsden,11,,Kent,Bournemouth,7 Aug 21
67,45.28,Robert Earle,39,,Colchester H,Chelmsford,20 Jun 21
68,45.20,Luke Norris,7,Paul Dickenson,Windsor Slough Eton & Hounslow,Aldershot,14 Aug 21
69,45.10,David McKay,19,,West Cheshire,Blackburn,19 Jun 21
70,45.08,George Perkins,16,Barry Hawksworth,Rotherham,York,19 Jun 21
71,45.04,Kyle Stevens,14,,Kingston & Poly,Kingston,8 May 21
72,44.83,Andrew Bowsher,-3,Duncan Flockhart,Inverness,Bethlehem PA USA,21 Mar 21
73,44.78,Rafer Joseph,31,,Basingstoke & Mid Hants,Bournemouth,7 Aug 21
74,44.73,Antony Mould,-5,Dave Smith,Kingston upon Hull,Cleckheaton,19 Jun 21
74,44.73,Michael Dawes,1,,Banbury,Abingdon,15 Aug 21
76,44.54,Joshua Douglas,-3,William Bushnell,Southampton,Bromley,6 Jun 21
77,44.46,Kevin Acraman,3,Paul Dickenson,Hillingdon,Wormwood Scrubs,3 Jul 21
78,44.28,Tom Pearson,8,,Charnwood,Nottingham,15 Aug 21
79,43.84,Mark Roberson,24,,Marshall Milton Keynes,Milton Keynes,25 Sep 21
80,43.70,Simon Evans,7,Matthew Evans,Worthing,Crawley,14 Aug 21
81,43.21,Joey Watson,4,Mike Winch,Lewes,Brighton,4 Jul 21
82,43.03,Oscar Bryce,2,Ian Cooley,Hallamshire,Leigh,12 Jun 21
83,43.00,Gavin Buffham,16,,Ryston,Norwich,20 Jun 21
84,42.53,Joe Flitcroft,8,Kay Reynolds,Wakefield,Bournemouth,7 Aug 21
85,42.43,Andrew Knight,-3,Bronwin Carter,City of Portsmouth,Brighton,20 Jun 21
86,42.40,Mark Elliott,21,Graham Elliott,Telford AC,Telford,15 Aug 21
87,42.37,Alex Ringshall,-4,Paul Head,Dartford H,Dartford,11 Jul 21
88,42.27,Nicky Stone,6,,Nairn,Linwood,17 Oct 21
89,42.26,Robert Snow,24,,North Shields Poly,Whitley Bay,4 Jul 21
90,41.91,Matthew Bell,21,,Kettering,Nuneaton,19 May 21
91,41.89,Rob C Smith,12,Tony Cook,Walton,Kingston,8 May 21
92,41.72,Richard Bell,7,Paul Jensen,Manx,Douglas,25 Jul 21
93,41.30,Anton Joseph,-5,,Guildford & Godalming,Aldershot,20 Jun 21
94,41.20,Ramzan Mohsan,-2,Paul Head,Newham & Essex Beagles,Woodford,11 Jul 21
95,41.00,Simon Achurch,25,,Peterborough & Nene Valley,Bedford,28 Aug 21
96,40.99,Joe Marchant,3,,Winchester,Winchester,14 Aug 21
97,40.96,Benjamin Schofield,-2,Janice Kaufman,Gateshead,Morpeth,1 Aug 21
98,40.86,Callum Jones,-1,Jaime Walker,Burton,Burton,14 Aug 21
99,40.54,Mark Standen,26,,New Marske,Whitley Bay,4 Jul 21
100,40.34,Stephen McCauley,25,,Oxford City,Abingdon,20 Jun 21
101,40.32,Matthew Evans,7,Simon Evans,Worthing,Crawley,8 May 21
102,40.15,Charlie Ashdown-Taylor,-1,Andrew Hughes,Bracknell AC,Eton,11 Sep 21
103,40.07,Owen Thomas,18,,Rotherham,Cleckheaton,4 Jul 21
104,40.00,David Norris,13,Dennis Elkins,Harrow,Lee Valley,6 Jun 21
105,39.76,Alex Pope,14,,Blackheath & Bromley,Erith,14 Aug 21
106,39.68,David Dowson,20,,New Marske,Middlesbrough,22 May 21
107,39.65,Phillip Jones,7,,Bingley,Hull,22 May 21
108,39.62,John Twiddle,31,,Kingston upon Hull,Cleckheaton,19 Jun 21
109,39.52,Nathan Billington,2,Michael Hitchon,Blackburn,Blackburn,19 Jun 21
110,39.44,Tom Smith,10,,Wigan & District,Blackpool,22 Aug 21
111,38.89,Steve Burke,27,,Huntingdonshire,Sandy,25 Sep 21
112,38.87,Andy Hall,38,,Chichester,Crawley,11 Jul 21
113,38.77,Harry Blake,-5,Clive Thomson,Medway & Maidstone,Dartford,20 Jun 21
114,38.76,Matthew Halton,7,Mo Pearson,Notts,Nottingham,28 Aug 21
115,38.75,David Dawson,15,,Newquay & Par,Exeter,20 Jun 21
116,38.29,Damon King,-6,Leonard Miller,Border,Carlisle,1 Aug 21
117,38.01,Sam Hitchings,11,,Victoria Park & Tower Hamlets,Lee Valley,30 Aug 21
118,37.88,Will Schofield,-1,Nick Ridgeon,Sale Harriers Manchester,Stretford,1 Aug 21
119,37.75,Charlie Short,-2,,Blackheath & Bromley,Eton,28 Aug 21
120,37.67,James Breslin,1,Jacqueline Cherry,Oxford City,Horspath,14 Aug 21
121,37.62,Paul Derrien,28,,St. Mary's Richmond,Kingston,11 Jul 21
122,37.54,Michael Martin,14,,Trafford,Stretford,3 Apr 21
123,37.31,Christopher Jack,17,John Little,Border,Carlisle,12 Jun 21
124,37.18,Martin Tinkler,8,Geoff Capes,Peterborough & Nene Valley,Peterborough,6 Jun 21
125,37.11,Sam O'Kane,7,,Glasgow City,Grangemouth,14 Aug 21
126,37.05,Alan Plumb,20,Derek Butterworth,Burnley,Stretford,3 Apr 21
127,36.96,Bob Ellingham,35,,Huntingdonshire,Peterborough,31 Jul 21
128,36.86,Adrian Hemery,17,,Thames Valley,Hillingdon,11 Jul 21
129,36.77,Reece Perkins,-4,Clive Thomson,Medway & Maidstone,Gillingham,14 Aug 21
130,36.02,Adam Phillips,-3,,Bournemouth,Bournemouth,7 Aug 21
131,35.83,Christopher Sampson,11,,Longwood,Newark,1 Aug 21
132,35.82,Bonnor Sullivan,1,David Vosser,Oxford Uni,Portsmouth,11 Jul 21
133,35.81,Nathan Bushnell,-4,Geoff Tyler,Chelmsford,Chelmsford,20 Jun 21
134,35.78,Wesley Clarke,36,,Victoria Park & Tower Hamlets,Lee Valley,20 Jun 21
135,35.47,Joshua Wise,-3,David Callaway,Newham & Essex Beagles,Hickory NC USA,27 Feb 21
136,35.45,Liam Harris,8,Anne Dignan,Southport Waterloo,Leigh,1 Aug 21
137,35.39,Lloyd Williams,21,,Unattached,Exeter,27 Jul 21
138,35.34,Benjamin Shackleton,-3,,Cambridge & Coleridge,Cambridge,14 Aug 21
139,35.29,David Bauer,33,,Harlow AC,Braintree,14 Aug 21
140,35.20,James Tate,1,Thomas Clough,Bingley,York,22 Aug 21
141,35.02,Jacob Pope,-3,,Yeovil,Yate,3 Jul 21
142,34.98,Damon Cripps,29,Dennis Roscoe,Worcester,Hereford,15 Aug 21
143,34.95,Nick Owen,19,,Kingston & Poly,Chelmsford,6 Jun 21
144,34.94,Jon Guille,11,Lydia Banbury,Guernsey,St. Peter Port,5 Sep 21
145,34.90,Alex Fitzpatrick,6,Eric Davison,Havant,Portsmouth,11 Jul 21
146,34.66,Martin Sowerby,25,,Unattached,Carlisle,31 Jul 21
147,34.50,James Grove,7,,Herts Phoenix,Bedford,28 Aug 21
148,34.38,Peter Mayfield,24,,Belgrave,Battersea Park,11 Jul 21
149,34.37,Chris Privett,39,,Belgrave,Milton Keynes,28 Aug 21
150,34.36,Declan Manning T20/F20,7,Kevin Manning,City of Norwich,Norwich,2 Oct 21
151,34.19,Zachary Fenton,-3,,Altrincham,Salford,22 May 21
152,34.15,Matt Spicer,28,,Yate,Yate,28 Aug 21
153,34.10,George Skevis,20,Karl Lasis,Crawley,Crawley,11 Jul 21
154,33.97,Michael O'Donnell,9,,Trafford,Nottingham,28 Aug 21
155,33.84,Mark Broughton,,,Police,Coventry,11 Aug 21
156,33.69,Chris Snook-Lumb,20,,Durham,Middlesbrough,28 Sep 21
157,33.66,Rory Kelly,2,Paul Kelly,Woking,Eton,11 Sep 21
158,33.47,Bob Broadbridge,40,,Newbury,Swindon,11 Jul 21
159,33.38,Gareth Winter,7,Zane Duquemin,Birchfield H,Nuneaton,7 Aug 21
160,33.22,Liam Nolan T20/F20,4,Donald Mcleod,Falkirk,Grangemouth,14 Aug 21
161,33.17,David Ogilvie,31,,Ross County,Inverness,9 Jul 21
162,33.05,Paul Kelly,34,,Woking,Aldershot,20 Jun 21
163,33.02,Timothy Masters,-6,,Bexley,Eltham,11 Jul 21
164,32.95,Alex Spratley-Kemp,-2,,Reading AC,Bracknell,11 Sep 21
165,32.94,Jack Wuidart,2,,Bedford & County,Peterborough,6 Jun 21
166,32.93,Adam Richardson,21,,St. Mary's Richmond,Carshalton,14 Aug 21
167,32.82,Roger Skedd,17,Geoff Tyler,Chelmsford,Milton Keynes,25 Sep 21
168,32.73,Andrew Simmonds,18,,Ryston,Peterborough,25 Jul 21
169,32.69,George Burke,-3,,Jersey,St. Clement,13 May 21
170,32.58,Robert Russell,25,,Scarborough,Cleckheaton,19 Jun 21
170,32.58,Joseph Moore,-3,,Seaton,Leigh,19 Jun 21
172,32.47,Glen Paxman,11,,Harlow AC,Basildon,11 Sep 21
173,32.28,Tom Abdy,18,,Notts,Nuneaton,19 May 21
174,32.20,Craig Rodwell,23,,Newark AC,Newark,1 Aug 21
175,32.19,Brian Campbell,28,,Preston,Stretford,3 Apr 21
175,32.19,Kevin Murch,41,,Rugby & Northampton,Nuneaton,1 Aug 21
177,32.17,Sam Cater,17,Vito Ricci,Bromsgrove & Redditch,Nuneaton,6 Jun 21
178,32.13,Chris Walker,5,Neil Ellerby,North Shields Poly,Morpeth,18 Apr 21
179,32.07,Matthew Savage,14,Thomas Clough,Bingley,Doncaster,29 May 21
180,32.02,Joe Morris,6,Julia Machin,Brighton & Hove,Bournemouth,7 Aug 21
181,31.96,Joe Smith,6,,Dudley & Stourbridge,Telford,15 Aug 21
182,31.93,John Dickinson,16,Bill Jewers,Basingstoke & Mid Hants,Basingstoke,20 Jun 21
183,31.89,Darren Otter,25,Mike Cooke,Doncaster,Derby,19 Jun 21
184,31.88,Reinel Bonora,17,John Nicholson,Bolton,Stretford,22 May 21
185,31.86,Jake Darby,-1,,Spenborough,Cleckheaton,19 Jun 21
186,31.59,Philip Garner,38,,Grantham AC,Doncaster,22 May 21
187,31.36,James Isaacs,-6,Neville Thompson,Shaftesbury Barnet,Hemel Hempstead,11 Jul 21
188,31.35,Gary Parsons,28,,Cambridge & Coleridge,Norwich,20 Jun 21
189,31.30,Greg Pell,26,Edel Meagher,Scunthorpe & District AC (Defunct),Sheffield,26 Jun 21
190,31.26,Joseph Scase,-6,,Cambridge & Coleridge,Bury St. Edmunds,5 Sep 21
191,31.25,Anthony Balko,35,Michael Hitchon,Blackburn,Ellesmere Port,4 Jul 21
192,31.02,Mark Beer,19,,Chesterfield,Coventry,11 Aug 21
193,30.87,Steven Feely,33,,Stevenage & North Herts,Stevenage,5 Jul 21
194,30.83,Simon Brown,11,,Horsham Blue Star,Crawley,11 Jul 21
195,30.48,Fergus Harford,33,,Woodford Green Essex Ladies,Woodford,14 Aug 21
196,30.42,Graeme Ferguson,24,Donald Mcleod,Law,Kilmarnock,10 Jul 21
197,30.37,William Compton,-6,Andrew Compton,Forest of Dean AC,Cheltenham,11 Jul 21
198,30.33,Andrew Rushbrook,37,Shaun Medlen,Bexley,Ashford,8 May 21
199,30.26,Tim Saunders-Mullins,46,,Stevenage & North Herts,Stevenage,11 Sep 21
200,30.23,Ian Cooley,42,Barry Hawksworth,Rotherham,Doncaster,29 May 21
201,30.09,Ian Howse,22,Brian Walsh,New Marske,Jarrow,19 Jun 21
202,29.93,Michael Fuller,14,,Ipswich,Chelmsford,2 Sep 21
203,29.71,James Moncrieff,17,,Southend,Milton Keynes,25 Sep 21
204,29.70,Daniel Seaman,6,,New Marske,Middlesbrough,28 Sep 21
205,29.68,Daniel Brunt,23,Geoff Capes,Sheffield & Dearne,Rotherham,22 May 21
206,29.53,Barry Hawksworth,52,Mark Wiseman,Derby,Doncaster,4 Jul 21
207,29.44,James Danobrega,23,,Bedford & County,Bedford,28 Aug 21
208,29.42,Chris Kent,25,,West Suffolk,Cambridge,11 Jul 21
209,29.34,Joel Hawes,8,,London Heathside,Finsbury Park,14 Aug 21
210,29.31,Steve Linsell,36,Ian Hill,Leeds City,York,22 Aug 21
211,29.30,Joe Martin,-1,Nick Ridgeon,Gateshead,Sportcity,3 Jul 21
212,29.23,Chris Line,6,Ivan Washington,Dacorum,Stevenage,11 Sep 21
213,29.20,Kesegan Suthakar,-4,,Wycombe,Horspath,14 Aug 21
214,29.19,Richard Nash,24,,Dartford H,Dartford,20 Jun 21
215,29.03,Nathan Booth,-2,,Sale Harriers Manchester,Stretford,1 Aug 21
216,29.02,Mark Boswell,10,,Newport H,Hereford,15 Aug 21
217,29.01,David Morris,33,,Kidderminster & Stourport,Hereford,15 Aug 21
218,29.00,Dave Stokes,37,,Deeside AAC,Bangor (NI),12 Sep 21
219,28.97,Hugh Williams,4,,Woodford Green Essex Ladies,Woodford,11 Jul 21
220,28.78,Michael Dyer,15,,Reading AC,Abingdon,20 Jun 21
221,28.66,Damian Crawford,31,,Lifford Strabane,Belfast,31 Jul 21
222,28.51,Ian Cotton,29,,Skyrac,Hull,22 May 21
222,28.51,Ashley Pritchard,20,Alexander Wort,Macclesfield,Stretford,4 Jul 21
224,28.50,Eddie Vermeer,24,,East Grinstead,Crawley,20 Jun 21
225,28.39,Najee Fox,7,,Birchfield H,Nottingham,28 Aug 21
226,28.33,Gerrard Farrell,35,,Victoria Park City of Glasgow,Scotstoun,27 Jun 21
227,28.29,Peter Roberts,28,,Swansea,Yate,6 Jun 21
228,28.19,Martin Roberts,39,,Cannock & Stafford,Stoke,11 Jul 21
229,28.18,Alastair Stanley,4,,Glasgow City,Eltham,20 Jun 21
230,28.03,Ewan Stokes,-6,Brian Walsh,Middlesbrough (Mandale),Whitley Bay,4 Jul 21
231,28.02,Jordan Mitchell,5,Ted Grey,Sutton-in-Ashfield,Nottingham,15 Aug 21
232,27.94,Derek Martin,47,,Salford Met,Stretford,4 Jul 21
233,27.91,Shaun Medlen,17,,Bexley,Eltham,20 Jun 21
234,27.88,Paul White,-4,Dave Brown,Liverpool Pembroke Sefton,Sportcity,4 Jul 21
235,27.72,James Meech,4,,Cambridge Uni,Cambridge Uni,24 Oct 21
236,27.67,Connor Bell,-4,,Spenborough,York,1 Aug 21
237,27.58,Dean Valentine,1,,Crewe & Nantwich,Stretford,4 Jul 21
237,27.58,Neil Edwards,20,,Wrexham,Wrexham,26 Sep 21
239,27.52,Matthew Twidale,9,,Wakefield,Sheffield,1 Aug 21
240,27.50,Robert Makin,4,Shaun O'Donnell,Bolton,Leigh,19 Jun 21
241,27.34,Mathew Paynter,19,,Cannock & Stafford,Telford,26 May 21
242,27.32,Stewart Maxwell,41,,Enfield & Haringey,Finsbury Park,14 Aug 21
243,27.26,Alex Wells,32,,Wycombe,Abingdon,20 Jun 21
244,27.21,Stuart Hart,17,,New Marske,Middlesbrough,28 Sep 21
245,27.11,Mike Marchant,37,,Winchester,Southampton,11 Sep 21
246,26.98,Simon Forster,22,,Leigh,Stretford,22 May 21
247,26.88,Robert Simmonds,14,,Ryston,Norwich,20 Jun 21
248,26.87,Ashley Tierney,-6,,Crawley,Crawley,14 Aug 21
249,26.85,Brandon Atchison,-1,Martin Bullock,Manx,Douglas,9 Jun 21
250,26.79,Lee Doyle,9,Michael Martin,Trafford,Blackpool,4 Jul 21
251,26.74,Rory Sinnott,2,,Leamington,Leamington,10 Jul 21
252,26.73,Mark Wearing,12,Paul Wilson,Chesterfield,Lincoln,1 Aug 21
253,26.70,Andrew England,27,David Walker,Northern Masters,Abingdon,20 Jun 21
254,26.66,Gorm Young,16,David James,Crawley,Crawley,14 Aug 21
255,26.60,Allan Leiper,39,Allan Williams,"Aldershot, Farnham & District",Aldershot,14 Aug 21
256,26.40,Josh Knox,-4,Simon Forster,Leigh,Bury,1 Aug 21
257,26.35,James Dods,-3,Stuart Carlaw,Peterborough & Nene Valley,Peterborough,14 Aug 21
258,26.22,Jordan Davies,3,,Luton,St. Albans,14 Aug 21
259,26.18,Michael Farrell,38,,Swale Combined,Whitley Bay,22 May 21
260,26.17,Mike Bale,43,,Haywards Heath,Lewes,11 Jul 21
261,26.12,Adey White,29,Hayley Fox,Lincoln Wellington,Doncaster,4 Jul 21
262,26.05,Christoper Kay D,8,,Leicester,Nottingham,15 Aug 21
263,26.02,Will Styles,-1,,Cambridge Uni,Lee Valley,4 Jul 21
264,26.00,Dave Brown,34,,Liverpool Pembroke Sefton,Sportcity,4 Jul 21
,58.36,Brendan O'Donnell,-1,,Lifford/IRL,Bangor,8 Jul 21
,51.37,Andrejs Virsics,15,Sally Eldridge,Coventry,Nuneaton,13 Jun 21
,50.02,Sergii Saraiev,16,Michael Martin,Trafford,Leigh,19 Jun 21
,48.29,Christer Hagberg,25,,Hercules Wimbledon,Kingston,11 Jul 21
,43.15,Andre Oliveira,8,,Abingdon,Abingdon,15 Aug 21
,40.21,Andre Oliveira,27,,Sutton Runners,Kettering,11 Jul 21
,38.21,Marley Young,2,,Harrow,Perivale,15 Aug 21
,31.08,Baddar Echakhch,19,Sam Harrison,Victoria Park & Tower Hamlets,Lee Valley,20 Jun 21
,30.13,Bernhard Jongejan,28,Sabrina Mace,Walton,Kingston,11 Jul 21
,29.96,Stewart Humble,9,,Oxford Uni,Lee Valley,4 Jul 21
,29.31,Kerem Mumyakmaz,-3,,Tonbridge,Cambridge,6 Nov 21
,29.25,Xianming Liu,-4,,Oxford Uni,Cambridge,6 Nov 21
,28.13,Michael Dzandu,21,,Reading AC,Abingdon,20 Jun 21
,27.96,Danny Irvine,-3,,Oxford Uni,Cambridge,6 Nov 21
