Rank,Performance,Name,Year,Coach,Club,Venue,Date
22,56.26,Annabelle Crossdale,7,Barry Hawksworth,Notts,Nottingham,9 Jul 23
23,56.24,Helen Broadbridge,9,Bob Broadbridge,Kingston upon Hull,Crookham,22 Jul 23
24,56.08,Lily Murray,-5,Gareth Cook,Swale Combined,Woodford,25 Jun 23
25,53.79,Ffion Palmer,1,Adrian Palmer,Cardiff,FrÃ¤nkisch-Crumbach GER,28 May 23
26,53.24,Poppy Bean,1,Paul Bean,Notts,Nottingham,9 Jul 23
27,53.03,Cerys Thomas,-1,Adrian Palmer,Swansea,Woodford,15 Jul 23
28,52.37,Katie Ord,5,Jim Green,Glasgow Jaguars,Grangemouth,13 Aug 23
29,51.83,Amelia Fettis,-5,,Newport H,Cardiff,24 Jun 23
30,51.45,Jasmine Trapnell,-2,John Pearson,Marshall Milton Keynes,Loughborough,21 Jun 23
31,50.85,Ava Leigh,-3,Katie Lambert,Blackburn,Loughborough,16 Apr 23
32,50.54,Kelse Hutchinson,7,Barry Hawksworth,Derby,Derby,18 Jun 23
33,49.44,Rachel MacLennan,-2,Duncan Flockhart,Inverness,Grangemouth,21 May 23
34,49.43,Kirsty-Anne Ebbage,-2,John Hillier,Tonbridge,Bromley,14 May 23
35,49.40,Zoe Dakin,6,Paul Jensen,Swansea,Woodford,15 Jul 23
36,49.32,Libby Taylor,-2,Paul Bean,Stevenage & North Herts,Chelmsford,18 Jun 23
37,49.30,Abbie Stewart,-2,Katie Lambert,Blackheath & Bromley,Chelmsford,18 Jun 23
38,49.14,Emma Beardmore,14,Neville Thompson,Harrow,Eton,11 Jun 23
39,49.01,Gemma Vickery,5,Malcolm Fenton,City of Norwich,Bromley,9 Jul 23
40,48.98,Jasmine Richardson,-4,Lee Doyle,Sale Harriers Manchester,Stretford,10 Jun 23
41,48.94,Willow Bedding,-6,Paul Head,Huntingdonshire,Hull,8 Oct 23
42,48.72,Olivia Austin,-4,David Callaway,Southampton,Walton,4 Jun 23
43,48.67,Gracie Jenvey,-5,David Callaway,Southampton,Chelmsford,17 Jun 23
44,48.56,Hannah Gellatly,-3,John Edwards,City of Plymouth,Exeter,14 May 23
45,48.47,Amy Clemens,9,Jamie Bath,Shaftesbury Barnet,Hendon,12 Aug 23
46,48.40,Sarah Robinson,-1,Dave Smith,Kingston upon Hull,Rotherham,19 Aug 23
47,48.31,Mhairi Porterfield,20,Alison Grey,Victoria Park City of Glasgow,Grangemouth,13 Aug 23
48,48.27,Lara Moffat,-3,Paul Head,Marshall Milton Keynes,Milton Keynes,15 Apr 23
49,48.15,Phoebe Dowson,7,Paul Wilson,Windsor Slough Eton & Hounslow,Eton,11 Jun 23
50,47.88,Dawn Russell,-4,Karen Costello,Glasgow Jaguars,Grangemouth,22 Apr 23
51,47.86,Alice Howie,-7,Matthew Evans,Worthing,Lewes,18 Jun 23
52,47.70,Ellen Thrall,3,Craig Murch,Gloucester,Walton,3 Jun 23
53,47.49,Emma Harrison,-5,,Blackburn,Blackburn,2 Jul 23
54,47.46,Chrissie Prince,3,,Royal Sutton Coldfield,Sutton Coldfield,9 Jul 23
55,47.41,Jenna Galiszewski,11,Jaime Walker,Burton,Burton,20 May 23
56,47.15,Abigail Stewart,-6,Andrew Fraser,Wirral,Bromley,14 May 23
57,46.65,Sophie Mace,3,Gary Herrington,Thames Valley,Twickenham,19 Jul 23
58,46.50,Jasmine Routledge,-2,John Pearson,Charnwood,Loughborough,27 Aug 23
59,46.35,Christiana Kamdom Kemegne,-4,Gareth Cook,Croydon,Kingston,14 May 23
60,46.22,Andrea Jenkins,26,,Peterborough & Nene Valley,Tooting Bec,19 Aug 23
61,45.52,Nancy Akyol,-7,Margaret Nicholls,Ipswich,Harrow,18 Jun 23
62,45.49,Charlotte Stallard,6,Lorraine Shaw,Gloucester,Gloucester,19 Jul 23
63,45.41,Kathryn Woodcock,4,Mark Chapman,Oxford City,Horspath,13 May 23
64,44.98,Josephine Larkins,-3,,Chelmsford,Wormwood Scrubs,18 Jun 23
65,44.75,Laura Duke,12,,Hercules Wimbledon,Bromley,9 Jul 23
66,44.69,Sia Banbury,-1,Lydia Banbury,Guernsey,St. Peter Port,25 Jun 23
67,44.57,Scarlett Moss-Turner,-6,,Leigh,Birmingham,1 Jul 23
68,44.50,Phoebe Milburn,-7,Elaine Fileman,Tavistock,Plymouth,19 Aug 23
69,44.49,Freya Brennand,-4,Eric Davison,Brighton & Hove,Horspath,2 Jul 23
70,43.40,Hannah Garrett,-2,John Little,Annan,Carlisle,19 Aug 23
71,43.32,Charlotte Bowers,-5,Kevin Murch,Rugby & Northampton,Rugby,19 Aug 23
72,43.16,Maisy Harvey,-3,Ken Holmes,Team Bath,Gloucester,14 May 23
73,43.00,Sapphire Houston-Ball,-6,,Blackheath & Bromley,Crawley,30 Jul 23
74,42.77,Shaunagh Brown,11,John Hillier,Blackheath & Bromley,Eton,18 Jun 23
75,42.52,Jemma Bate,19,Michael Martin,Trafford,Blackburn,2 Jul 23
76,42.41,Holly Stewart,-5,Joanne Harding,Stockport,Wrexham,24 Sep 23
77,42.32,Georgina Page,4,Barry Hawksworth,Rotherham,Rotherham,19 Aug 23
78,42.19,Lesley Brown,25,,Deeside AAC,Treborth,10 Sep 23
79,42.13,Suzanna Wise,13,David Callaway,Luton,Luton,18 Jun 23
80,41.93,Kaitlyn Waddell,-6,David Thomas,North Shields Poly,Middlesbrough,9 Jul 23
81,41.91,Louise Webster,16,Steve Pearson,Wolverhampton & Bilston,Sutton Coldfield,9 Jul 23
82,41.84,Tazmin Fayle,-3,Dave Brown,Manx,Blackburn,14 May 23
83,41.44,Lexie Ellis,-5,Nick Ridgeon,Sheffield & Dearne,Sportcity,4 Jun 23
84,41.30,Wallis Canning,4,Raymond Scovell,Isle of Wight,St. Peter Port,13 Jul 23
85,41.17,Isabella Shepherd,-1,Paul Rees,Bournemouth,Eton,20 May 23
86,41.13,Eloise MacDonald,-6,Bob Broadbridge,Andover,Swindon,18 Jun 23
87,41.11,Sophie Merritt-Drew,3,Paul Wilson,Sheffield & Dearne,Winchester,31 Jul 23
88,41.07,Megan Ascough,2,John Simpson,Spenborough,Cudworth,19 Aug 23
89,40.99,Robyn Connolly,3,Jim Green,Glasgow Jaguars,Grangemouth,21 May 23
90,40.98,Jasmine Gordon,-5,Martin McBriar,Winchester,Swindon,10 Sep 23
91,40.60,Michaela Whitton,3,Bob Broadbridge,Reading AC,Reading,11 Jun 23
92,40.38,Shannon Waldron,-1,,Law,Grangemouth,22 Apr 23
93,40.35,Jessica Blake,5,Clive Thomson,Medway & Maidstone,Bromley,15 Apr 23
94,40.31,Charlotte Murray,12,,Radley,Aldershot,12 Jul 23
95,40.29,Rachael Denton-Snape,1,Eric Davison,Windsor Slough Eton & Hounslow,Lee Valley,1 Apr 23
96,40.20,Amelia Hancock,-6,Steve Pearson,Wolverhampton & Bilston,Tipton,30 Jul 23
97,39.96,Jessica Arnison,-2,Simon Forster,Leigh,Stretford,30 May 23
98,39.79,Abby Barnfield,-6,Matt Spicer,Yate,Yate,30 Apr 23
99,39.47,Grace Bontoft,-5,,Blackburn,Blackburn,14 May 23
100,39.45,Leah Hale,-1,,Yate,Reading,11 Jun 23
101,39.41,Eden Francis,13,Glenys Morton,Leicester,Stoke,19 Aug 23
102,39.30,Abbey Kennedy,-8,Jim Green,Kilmarnock,Aberdeen,20 Aug 23
103,39.27,Abigail Allen,-1,,Woodford Green Essex Ladies,St. Albans,9 Jul 23
104,39.22,Hannah Smith,1,Chrissie Prince,Royal Sutton Coldfield,Nuneaton,4 Jun 23
105,39.03,Hana Gay,-6,,Cumbernauld,Grangemouth,3 Jun 23
106,38.81,Megan Thomas,7,,City of Norwich,Norwich,30 Apr 23
107,38.77,Jessica Coapes,-2,Brian Walsh,New Marske,Middlesbrough,9 Jul 23
108,38.68,Hannah Henderson,-4,,Kilmarnock,Grangemouth,13 Aug 23
109,38.64,Jessica Westley,2,,Kingston & Poly,Tooting Bec,20 May 23
109,38.64,Josephine Kidger,-6,Dave Smith,Kingston upon Hull,Scunthorpe,2 Sep 23
111,38.56,Phoebe Broadhead,-5,,Croydon,Battersea Park,9 Jul 23
112,38.55,Lynsey Glover,14,,Lagan Valley,Belfast,17 Jun 23
113,38.53,Megan Lockwood,-2,Dave Brown,Manx,Blackburn,14 May 23
114,38.52,Charlotte Bird,15,Lee Doyle,Macclesfield,Bury,1 Apr 23
115,38.39,Amy-Lee van der Westhuizen,-5,,Walton,Kingston,10 Jun 23
115,38.39,Meghan Porterfield,-5,Alison Grey,Glasgow Jaguars,Grangemouth,28 Oct 23
117,38.34,Emma Lowry,10,,Leicester,Leamington,20 May 23
118,38.22,Madeline Hughes,-3,,Burton,Burton,30 Mar 23
119,38.16,Claire Capon,16,Gerald Patrick,Dartford H,Woodford,23 Sep 23
120,38.10,Natasha Tulloch,-4,,Shetland,Lerwick,27 Aug 23
121,38.02,Ellie Byers,-6,,Annan,Grangemouth,28 Oct 23
122,37.99,Bonnie Brito Costa,6,John Hillier,Brighton & Hove,Colchester,20 May 23
122,37.99,Rebekah Rose,-2,,Dundee Hawkhill,Dundee,11 Jun 23
124,37.87,Tamsin Hoult,-3,David Ashbourne,Leamington,Newport,9 Jul 23
125,37.53,Holly Benson,-2,Michael Martin,Leigh,Reading,11 Jun 23
126,37.37,Bethan Lishman D,18,Robert Halliwell,Wigan & District,Stretford,15 Jul 23
127,37.32,Lucie Martin,-5,Leonard Miller,Border,Carlisle,25 Mar 23
127,37.32,Catherine Holdsworth,15,Stephen Garnham,Colchester H,Watford,20 May 23
127,37.32,Jasmine Waters,1,Greg Beard,Sheffield & Dearne,Sheffield,26 Aug 23
130,37.31,Vivian Abrokwah,-1,,Oxford Uni,Cambridge,28 Jun 23
131,37.06,Erin Quinn,-6,John Little,Victoria Park City of Glasgow,Carlisle,14 Oct 23
132,36.94,Katie Ennis,-5,Paul Head,Havering,Dartford,9 Jul 23
133,36.62,Sophie Fenner,2,John Hillier,Cambridge H,Dartford,28 Jun 23
134,36.60,Georgia Turner,-7,David Thomas,North Shields Poly,Whitley Bay,19 Aug 23
135,36.27,Harriet Barkaway,-5,,"Aldershot, Farnham & District",Lee Valley,1 Apr 23
136,36.25,Megan Kettle,-1,,West Cheshire,Ellesmere Port,13 May 23
137,36.15,Helen Gilbert,19,,Grantham AC,Hull,13 May 23
138,36.08,Eleanor Gatrell,25,Mike Winch,Woking,Horspath,4 Mar 23
139,36.07,Hannah Clemo,-6,Steve Clemo,Newquay & Par,Carn Brea,10 Sep 23
140,36.00,Hannah Wells,-3,Alex Wells,Wycombe,Winchester,19 Aug 23
141,35.99,Rachael Dunn,22,,North Devon,Braunton,2 Jul 23
142,35.97,LeAnn Carroll,8,,Vale of Aylesbury,Luton,18 Jun 23
143,35.96,Evie Scott,-8,Martin McBriar,Winchester,Eton,20 May 23
144,35.92,Hannah Walker,4,Sam Cater,Birchfield H,Birmingham,19 Aug 23
145,35.69,Erin Williams,-2,Bob Masson,Aberdeen,Aberdeen,23 Aug 23
146,35.64,Gemma Barnsdale,-1,,Scunthorpe Harriers AC,Boston,8 Oct 23
147,35.61,Moni Brady,-4,Paul Filer,Bristol & West,Nottingham,9 Jul 23
148,35.59,Grace Izinyon,3,,Marshall Milton Keynes,Lee Valley,11 Feb 23
149,35.58,Louise Kay,24,,Bolton,Bury,9 Jul 23
150,35.57,Lisa Boswell,15,,Newport H,Newport,9 Jul 23
150,35.57,Emma Robinson,3,,Scunthorpe Harriers AC,Aldershot,12 Jul 23
152,35.53,Alice Bell,3,,Manx,Douglas,28 Jun 23
153,35.51,Louisa Hess,-7,Elaine Fileman,Tavistock,Exeter,3 Sep 23
154,35.43,Charlotte Gould,5,Paul Dickenson,Windsor Slough Eton & Hounslow,Hull,7 Oct 23
155,35.37,Karen Bailey,21,,BRAT,Birmingham (U),9 Sep 23
156,35.30,Eve Robson,-2,,New Marske,Middlesbrough,14 May 23
157,35.17,Rebekah Pratt,-6,Jane Hosgood,Swansea,Rugby,30 Jul 23
158,35.15,Natalie Mann,17,,Cambridge H,Finsbury Park,9 Sep 23
159,35.00,Emma Smith,13,,Scunthorpe Harriers AC,Boston,8 Oct 23
160,34.97,Anna Peers,4,Dave Brown,Liverpool Pembroke Sefton,Blackburn,14 May 23
161,34.90,Lucy Hunter,-4,,Falkirk,Grangemouth,11 Feb 23
162,34.83,Charlotte Nicholls,13,Shaun Medlen,Tonbridge,Gillingham,16 Sep 23
163,34.73,Janet Smith,37,Paul Dickenson,Windsor Slough Eton & Hounslow,Brighton,19 Aug 23
164,34.57,Jess Surridge,1,,Kidderminster & Stourport,Stourport,9 Sep 23
165,34.55,Loren Ragoobar,11,,Stevenage & North Herts,Woodford,19 Aug 23
166,34.53,Hannah Walker,-5,Elaine Fileman,Tavistock,Tavistock,24 Sep 23
167,34.44,Jorja Clark,-6,,Jersey,St. Peter Port,13 Jul 23
168,34.22,Mali Loader,-6,,Neath,Swansea,23 Apr 23
169,34.12,Ella Vaux-Harvey,-5,Richard Eastman,Kidderminster & Stourport,Stourport,9 Sep 23
170,34.05,Hayley Dimond,-6,Claire Dimond,Rugby & Northampton,Rugby,28 May 23
171,33.83,Catherine Cotterill,25,,North Shields Poly,Middlesbrough,9 Jul 23
172,33.78,Amelia Appleyard,-5,John Mahon,Braintree,Braintree,20 May 23
173,33.67,Laureen Okoghenu,-8,,Victoria Park & Tower Hamlets,Woodford,19 Aug 23
174,33.64,Parisse Linton-Shaw,-2,,Rugby & Northampton,Stretford,29 Mar 23
175,33.52,Paula Murray,11,,Dundee Hawkhill,Dundee,11 Jun 23
176,33.30,Kerrie Buckley,21,Michael Martin,Trafford,Bebington,18 Jun 23
176,33.30,Catrina Davies,-1,David Arnold,Neath,Cardiff,24 Jun 23
178,33.26,Emily Butler,-6,Cathy James,Thurrock,Stevenage,9 Jul 23
179,33.21,Heather Beeton,7,,Wirral,Ellesmere Port,20 May 23
180,33.16,Cliona Blackwell,-1,Martyn Blackwell,Bedford & County,Southend,18 Jun 23
181,33.15,Jessica Groves,-3,Dave Brown,Liverpool Pembroke Sefton,Ormskirk,9 Jul 23
182,33.00,Makayla Joseph,-3,Sylviane Provost-Campbell,Harrow,Bracknell,20 May 23
183,32.95,Hayley Emerson,-4,,Crawley,Crawley,10 Jun 23
184,32.89,Sophie Gardner,-5,,Bracknell AC,Birmingham (U),17 Sep 23
185,32.74,Erin McBriar,-7,Martin McBriar,Winchester,Eton,20 May 23
186,32.73,Iris Williams,-3,Jim Green,Kilbarchan,Grangemouth,22 Apr 23
187,32.63,Faye Rhodes,13,,Pontefract,Cudworth,19 Aug 23
188,32.58,Kerry Murch,6,Kevin Murch,Rugby & Northampton,Hemel Hempstead,18 Jun 23
189,32.48,Melanie Harrison,16,,Enfield & Haringey,St. Ives,20 May 23
189,32.48,Ella Patterson,-7,Elaine Fileman,Tavistock,Plymouth,19 Aug 23
191,32.43,Amber Jeacock West,-4,Kathryn Woodcock,Radley,Andover,20 May 23
192,32.42,Sue Lawrence,31,Paul Head,Thurrock,Hornchurch,20 May 23
193,32.28,Tamzin Digpal-Race,-5,Alex Giles,Huntingdonshire,St. Ives,7 May 23
194,32.23,Rachel Burke,-5,,Burton,Nottingham,14 May 23
195,32.11,Emily Collins,-4,,Swansea,Carmarthen,28 May 23
196,32.01,Ruth Bird,36,Paul Rees,Cheltenham,Birmingham,19 Aug 23
197,31.97,Hannah Holman,-4,Paul Thorn,Yate,Yate,15 Apr 23
198,31.87,Kiri Shaw,-7,Craig Pounder,City of York,Rotherham,19 Aug 23
199,31.79,Mia Sherriff,-1,Jaime Walker,Burton,Burton,13 Sep 23
200,31.78,Dash Newington,17,Kevin Maguire,Gateshead,Darwin AUS,7 Sep 23
201,31.74,Kimberley Carter,6,,Telford AC,Telford,9 Jul 23
202,31.72,Anneli Sydenham,15,Robert Mack,Barnet,Harrow,16 Sep 23
203,31.55,Jay Whale,-4,,Notts,Nottingham,14 May 23
204,31.53,Katelyn Swift,-5,Dave Brown,Liverpool Pembroke Sefton,Liverpool,18 Jun 23
205,31.52,Zoe Crutchley,1,John Edwards,City of Plymouth,Swindon,18 Jun 23
205,31.52,Alice Gregory,-1,Gwennan Lewis,Brecon,Cardiff,24 Jun 23
207,31.40,Jayne Baldock,18,,Hastings AC,Pescara ITA,23 Sep 23
208,31.38,Lauryn Wood,-2,,Perth Strathtay,Grangemouth,13 Aug 23
209,31.29,Nicky Saunders,-4,,Liverpool Pembroke Sefton,Wrexham,24 Sep 23
210,31.23,Caitlin Filby,4,,Dacorum,Dartford,9 Jul 23
211,31.21,Amelia Lawton,-6,Jacob Burton,Invicta East Kent,Crawley,18 Jun 23
212,31.15,Freya Davey,-8,,Braintree,Southend,9 Jul 23
213,30.98,Felicity Whiteway,-5,Matt Spicer,Yate,Nuneaton,18 Jun 23
214,30.92,Luella Brookes,-5,Mel Brookes,Diss,Milton Keynes,18 Jun 23
215,30.85,Lesley Rogers,-4,,Dundee Hawkhill,Aberdeen,20 Aug 23
216,30.80,Karen Jones,40,Matt Spicer,Yate,Yate,20 May 23
217,30.79,Jessica Mitchinson,-6,John Little,Carlisle Aspatria,Carlisle,19 Aug 23
218,30.78,Lucy Moore,-5,Steven Brick,Wirral,Bebington,18 Jun 23
219,30.71,Isabelle Gould,-8,,Burton,Derby,11 Jul 23
220,30.63,Caitlin Rimmer,-2,Greg Beard,Sheffield & Dearne,Nottingham,15 Jul 23
221,30.61,Rhiana Drew,-7,,Harlow AC,Ware,19 Aug 23
222,30.55,Sarah Hewitt,27,Mike Winch,Brighton & Hove,Crawley,14 May 23
222,30.55,Joanna Barnaby,-2,,South London,Bournemouth,9 Jul 23
224,30.44,Rebecca Hartshorne,14,,Tipton,Stoke,13 May 23
225,30.37,Hannah Yates,7,Michael Swain,Wakefield,Cleckheaton,23 Apr 23
225,30.37,Laurensa Britane,14,John Waugh,Thames Valley,Bracknell,20 May 23
227,30.35,Betsy Cooper,-5,,Halesowen,Stourport,9 Sep 23
228,30.33,Isabella Fuller,-7,,Epsom & Ewell,Eton,18 Jun 23
229,30.32,Kerry Kinsey,13,,Ipswich,Harrow,18 Jun 23
230,30.31,Alice Botting,4,Paul Dickenson,Windsor Slough Eton & Hounslow,Aldershot,12 Jul 23
230,30.31,Nicola Long,26,,Burton,Burton,13 Sep 23
232,30.28,Chloe Edwards,14,John Edwards,City of Plymouth,Poole,20 May 23
233,30.22,Ruby Higham,-4,,Chesterfield,Derby,10 Jun 23
234,30.19,Laura Barnes,19,,City of Salisbury,Tampere FIN,4 Jul 23
235,30.12,Jennifer Ibbitson,44,Andrew Ibbitson,Wakefield,Cleckheaton,23 Apr 23
236,30.10,Jessica Hopkins,-2,Garry Power,Chelmsford,Tooting Bec,19 Aug 23
237,29.96,Winter Stobart,-8,Trudi Carter,Wimborne,Swindon,18 Jun 23
238,29.95,Emily Rowe,3,David Rowe,Liverpool H,Liverpool,18 Jun 23
239,29.77,Sonia Martinez-Roura,28,,Highgate,St. Albans,9 Jul 23
240,29.71,Jessica Cherry,4,Michael Burrell,Banbury,Horspath,13 May 23
241,29.68,Hannah Parsons,-6,,Barnet,Watford,20 May 23
242,29.67,Leilani Roberts,-7,Trudi Carter,Wimborne,Swindon,18 Jun 23
243,29.55,Shannon Dawes,1,Mark Bradford,Banbury,Solihull,19 Aug 23
244,29.44,Evelyn Bosoko,-8,,Croydon,Winchester,19 Aug 23
245,29.40,Isabel Gaines,-6,,Tynedale,Carlisle,16 Dec 23
246,29.35,Deborah Murch,42,,Rugby & Northampton,Gloucester,20 May 23
246,29.35,Tracey Gould,25,Paul Dickenson,Ealing Southall & Middx,Walton,20 May 23
248,29.26,Jia Atkins,-6,,Lewes,Ashford,9 Jul 23
249,29.25,Elizabeth Eskender,-2,,City of Portsmouth,Bournemouth,5 Aug 23
250,29.07,Sky Lewis,-6,,Elswick,Middlesbrough,19 Aug 23
251,29.05,Charlotte Wynne-Pennels,1,,Hastings AC,Ashford,9 Sep 23
252,28.97,Talia Ball,-4,,"Blackpool, Wyre & Fylde",Blackburn,14 May 23
252,28.97,Stacy Taylor,22,,Dartford H,Dartford,9 Jul 23
254,28.73,Zoe Large,8,,Swindon,Swindon,13 May 23
255,28.62,Jo Rowland,12,,Crawley,Nottingham,15 Jul 23
256,28.57,Alisha Lamb,-2,Brian Walsh,Gateshead,Shildon,18 Jun 23
257,28.55,Nicola Cameron McDonald,21,,Ellon,Grangemouth,28 Oct 23
258,28.48,Maya Lindridge,-5,Paul Wilson,City of York,Hull,30 Apr 23
259,28.38,Evie Boucher-White,-5,,Yate,Yeovil,8 Apr 23
260,28.32,Leah Spratley-Kemp,-1,,Reading AC,Winchester,19 Aug 23
261,28.18,Kate Whiston-Smith,11,,Solihull & Small Heath,Banbury,9 Jul 23
262,28.15,Amy Stupart,-5,,Perth Strathtay,Grangemouth,14 May 23
263,28.12,Hannah Barnes,8,,Hereford,Stourport,23 Jul 23
264,28.11,Elizabeth Chapman,-6,,Guildford & Godalming,Kingston,14 May 23
264,28.11,Melanie Lee,21,Gerald Lee,East Cheshire,Bury,9 Jul 23
266,28.04,Alyce McCurdie,3,,Wakefield,Cleckheaton,10 Sep 23
267,28.02,Rhian Hanson,16,,Cornwall AC,Aldershot,12 Jul 23
268,27.93,Aislinn Baird,10,Kevin O'Hara,Radley,Abingdon,18 Jun 23
269,27.85,Michelle Beard,21,David Needham,"Blackpool, Wyre & Fylde",Blackburn,22 Apr 23
270,27.82,Sophie Livingstone,-7,Bob Broadbridge,Newbury,Abingdon,18 Jun 23
270,27.82,Elise Jones,-3,,Tipton,Stourport,9 Sep 23
272,27.78,Camilla Thrush,32,Gareth Cook,Kingston & Poly,Tooting Bec,20 May 23
273,27.68,Kitty Burton,-5,,Ellon,Dundee,11 Jun 23
274,27.60,Claire Reid,25,,Morpeth,Derby,2 Sep 23
275,27.49,Shope Jimoh,-7,,Edinburgh AC,Grangemouth,28 Oct 23
276,27.47,Scarlett O'Connor,-4,,Newbury,Perivale,19 Aug 23
277,27.46,Rachel Scholes,22,,Longwood,Cleckheaton,19 Aug 23
278,27.41,Sophie Steele,-4,,Biggleswade,Watford,19 Aug 23
279,27.30,Hayley Smith,-3,,Kidderminster & Stourport,Tipton,20 Aug 23
280,27.24,Jessica Weaver,23,,Rhondda,Nuneaton,6 Aug 23
281,27.22,Lara Hambleton,-2,,"Aldershot, Farnham & District",Basingstoke,11 Mar 23
282,27.13,Isabelle Collins,-2,Ian Robinson,Wrexham,Wrexham,19 Aug 23
282,27.13,Dawn Williams,24,,Luton,Hendon,27 Aug 23
284,27.06,Nina Ridge,27,,Tonbridge,Horspath,20 Aug 23
285,26.88,Eve Mengham,-7,,Havant,Ashford,9 Jul 23
286,26.87,Fiona Davidson,28,Bob Masson,Aberdeen,Dundee,11 Jun 23
286,26.87,Jenny Scott,13,Mike Stayman,BRAT,Birmingham (U),9 Sep 23
288,26.81,Cayen Wang,-4,Bob Broadbridge,Oxford Uni,Cambridge,11 Nov 23
289,26.78,Leonie Brunning,-2,David Brown,Biggleswade,Southend,18 Jun 23
290,26.60,Maddie Pompei,-2,,Walton,Walton,20 May 23
291,26.57,Sally Pusey,34,,Peterborough & Nene Valley,Peterborough,4 Jun 23
292,26.56,Lily Thompson,-6,,Darlington H,Morpeth,20 May 23
293,26.55,Hannah Foster,-7,,Retford,Burton,20 May 23
294,26.50,Janet Dickinson,34,Paul Rees,Bournemouth,Basingstoke,11 Jun 23
295,26.44,Laura Marie Kinder T20/F20,19,Jim Green,Kilbarchan,Grangemouth,13 Sep 23
296,26.42,Karoline Schneider,18,,Leamington,Nuneaton,13 May 23
297,26.35,Eleanor Kealey,-4,Mike Corden,Doncaster,Sheffield,9 Sep 23
298,26.07,Georgia Ward,-6,,Boston,Boston,20 May 23
299,25.94,Hope Yelling,-5,Simon Evans,Worthing,Crawley,19 Aug 23
300,25.88,Nicola McDonald,21,,Ellon,Inverness,17 Sep 23
301,25.77,Susan Ball,28,David Needham,"Blackpool, Wyre & Fylde",Blackpool,19 Aug 23
302,25.71,Emelina Darvell,-3,Felicity Dawes,Banbury,Solihull,19 Aug 23
303,25.60,Lorna Rogers,27,,Dundee Hawkhill,Grangemouth,21 May 23
304,25.50,Elizabeth Bignell,22,,Paddock Wood,Ashford,9 Jul 23
305,25.48,Emily Macdonald,21,,Gateshead,Whitley Bay,19 Aug 23
306,25.46,Emaan Ullah,1,,Cambridge Uni,Cambridge,7 May 23
307,25.24,Ciara Rainey,-4,,Bracknell AC,Chelmsford,9 Jul 23
308,25.11,Laura Allen,15,,Lichfield,Derby,11 Jul 23
309,25.08,Gwennan Lewis,1,Ryan Spencer-Jones,Swansea,Sportcity,11 Jun 23
310,25.00,Caitlan Burke,-6,,Huntingdonshire,Cambridge,24 Jun 23
,53.13,Simbiyat Sikiru,-2,,Woodford Green Essex Ladies,Woodford,22 Apr 23
,46.05,Obianuju Chiara Okereke,2,,Woodford Green Essex Ladies,Mile End,18 Jun 23
,39.39,Mia Callenberg,12,,Belgrave,Liverpool,5 Aug 23
,32.02,Katerina Aris,1,,Cambridge Uni,Lee Valley,11 Feb 23
,31.94,Aleksandra Majewska-Ani,14,,Charnwood,Nuneaton,17 May 23
,28.61,Frida Engstrom,9,,Belgrave,Carshalton,14 Jun 23
,25.54,Fatima Jammeh Kinteh,11,,Abingdon,Leamington,20 May 23
